comment_url,html_url,author_login,author_url,created_at,updated_at,comment_body
https://api.github.com/repos/OptimalBits/bull/issues/comments/602026547,https://github.com/OptimalBits/bull/pull/1422#issuecomment-602026547,HugoPoi,https://github.com/HugoPoi,2020-03-21T10:53:54Z,2020-03-21T10:53:54Z,"Ok so I need to refactor, passing the flag directly in `opts.immediately` because it will need to be handle only at the first iteration and not saved in Redis. And no mutation, so no delete, no assignment with `=`."
https://api.github.com/repos/OptimalBits/bull/issues/comments/621272947,https://github.com/OptimalBits/bull/pull/1422#issuecomment-621272947,joaozitopolo,https://github.com/joaozitopolo,2020-04-29T15:07:58Z,2020-04-29T15:09:34Z,"Same problem here. I need to skip the first execution.
If the object ""job"" on process had a execution count, or a firstRun flag, we can do the skip in the process function."
https://api.github.com/repos/OptimalBits/bull/issues/comments/788216187,https://github.com/OptimalBits/bull/pull/1422#issuecomment-788216187,santiq,https://github.com/santiq,2021-03-01T19:38:31Z,2021-03-01T19:38:31Z,@HugoPoi hey man I know it's been a year but could you do those changes? I'll be happy to help.
https://api.github.com/repos/OptimalBits/bull/issues/comments/803301727,https://github.com/OptimalBits/bull/pull/1422#issuecomment-803301727,HugoPoi,https://github.com/HugoPoi,2021-03-20T12:26:41Z,2021-03-20T12:26:41Z,"I have rebase the change on develop, an immediately flag will be saved in redis is it bad ? I think not.
If we don't want to save the `immediately` flag in db, need a change to the `deepDefault` to omit the prop."
https://api.github.com/repos/OptimalBits/bull/issues/comments/878275159,https://github.com/OptimalBits/bull/pull/1422#issuecomment-878275159,stale[bot],https://github.com/apps/stale,2021-07-12T13:22:12Z,2021-07-12T13:22:12Z,"This issue has been automatically marked as stale because it has not had recent activity. It will be closed if no further activity occurs. Thank you for your contributions.
"
https://api.github.com/repos/OptimalBits/bull/issues/comments/880709139,https://github.com/OptimalBits/bull/pull/1422#issuecomment-880709139,manast,https://github.com/manast,2021-07-15T13:47:49Z,2021-07-15T13:47:49Z,If somebody wants to fix this PR it is just a matter of backporting this PR from BullMQ: https://github.com/taskforcesh/bullmq/pull/536
https://api.github.com/repos/OptimalBits/bull/issues/comments/453968714,https://github.com/OptimalBits/bull/pull/1173#issuecomment-453968714,dawiss1337,https://github.com/dawiss1337,2019-01-14T11:06:09Z,2019-01-14T11:06:09Z,@manast would appreciate if you could take a look at this PR
https://api.github.com/repos/OptimalBits/bull/issues/comments/453970372,https://github.com/OptimalBits/bull/pull/1173#issuecomment-453970372,coveralls,https://github.com/coveralls,2019-01-14T11:12:46Z,2019-01-14T11:12:46Z,"
[![Coverage Status](https://coveralls.io/builds/21058463/badge)](https://coveralls.io/builds/21058463)

Coverage decreased (-0.06%) to 93.789% when pulling **ac446e48e5e8d3ca19bee1456a6ecbf10454859f on DavisJaunzems:master** into **40a69ac1959f4c0b6981be0c64f7889714b069c7 on OptimalBits:develop**.
"
https://api.github.com/repos/OptimalBits/bull/issues/comments/453970375,https://github.com/OptimalBits/bull/pull/1173#issuecomment-453970375,coveralls,https://github.com/coveralls,2019-01-14T11:12:46Z,2019-01-14T11:12:46Z,"
[![Coverage Status](https://coveralls.io/builds/21058463/badge)](https://coveralls.io/builds/21058463)

Coverage decreased (-0.06%) to 93.789% when pulling **ac446e48e5e8d3ca19bee1456a6ecbf10454859f on DavisJaunzems:master** into **40a69ac1959f4c0b6981be0c64f7889714b069c7 on OptimalBits:develop**.
"
https://api.github.com/repos/OptimalBits/bull/issues/comments/453970378,https://github.com/OptimalBits/bull/pull/1173#issuecomment-453970378,coveralls,https://github.com/coveralls,2019-01-14T11:12:47Z,2019-02-07T08:13:34Z,"
[![Coverage Status](https://coveralls.io/builds/21502595/badge)](https://coveralls.io/builds/21502595)

Coverage decreased (-0.01%) to 93.836% when pulling **2b5bfdc46831f5659f242ca48a93e79cb14ca11b on DavisJaunzems:master** into **40a69ac1959f4c0b6981be0c64f7889714b069c7 on OptimalBits:develop**.
"
https://api.github.com/repos/OptimalBits/bull/issues/comments/455322022,https://github.com/OptimalBits/bull/pull/1173#issuecomment-455322022,manast,https://github.com/manast,2019-01-17T20:33:30Z,2019-01-17T20:33:30Z,@DavisJaunzems sorry for the late response. It has been a hectic week so far.
https://api.github.com/repos/OptimalBits/bull/issues/comments/455986410,https://github.com/OptimalBits/bull/pull/1173#issuecomment-455986410,dawiss1337,https://github.com/dawiss1337,2019-01-21T08:26:41Z,2019-01-21T08:26:41Z,"The latest commit has changed method and variable names, and removed redundant code @manast "
https://api.github.com/repos/OptimalBits/bull/issues/comments/456163667,https://github.com/OptimalBits/bull/pull/1173#issuecomment-456163667,manast,https://github.com/manast,2019-01-21T18:29:01Z,2019-01-21T18:29:01Z,"There are 3 format issues preventing the tests from running:
```
/home/travis/build/OptimalBits/bull/test/test_child-pool.js
  145:74  error  Unexpected function expression            prefer-arrow-callback
  146:5   error  Unexpected var, use let or const instead  no-var
  150:40  error  Unexpected function expression            prefer-arrow-callback
```
"
https://api.github.com/repos/OptimalBits/bull/issues/comments/457103810,https://github.com/OptimalBits/bull/pull/1173#issuecomment-457103810,dawiss1337,https://github.com/dawiss1337,2019-01-24T08:06:48Z,2019-01-24T08:06:48Z,"@manast what command did you run to get these errors, because I can run all of the tests locally?
Also looking at the format issues (using `let` or `const` instead of `var` and using arrow functions), all of the tests should have the same formatting issues.."
https://api.github.com/repos/OptimalBits/bull/issues/comments/459075704,https://github.com/OptimalBits/bull/pull/1173#issuecomment-459075704,manast,https://github.com/manast,2019-01-30T19:25:56Z,2019-01-30T19:25:56Z,"@DavisJaunzems The command that you can run locally:
```npm run prettier -- --list-different```
"
https://api.github.com/repos/OptimalBits/bull/issues/comments/461322276,https://github.com/OptimalBits/bull/pull/1173#issuecomment-461322276,dawiss1337,https://github.com/dawiss1337,2019-02-07T08:05:42Z,2019-02-07T08:05:42Z,"@manast updated the code, anything else before this can be merged?"
https://api.github.com/repos/OptimalBits/bull/issues/comments/522948354,https://github.com/OptimalBits/bull/pull/1173#issuecomment-522948354,ks-s-a,https://github.com/ks-s-a,2019-08-20T10:10:44Z,2019-08-20T10:10:44Z,"The PR was spoiled, but the feature is good. @manast may it be merged for the next release?"
https://api.github.com/repos/OptimalBits/bull/issues/comments/523136844,https://github.com/OptimalBits/bull/pull/1173#issuecomment-523136844,manast,https://github.com/manast,2019-08-20T18:22:04Z,2019-08-20T18:22:04Z, In order to merge this we need to rework it according to the comments and make it pass the tests.
https://api.github.com/repos/OptimalBits/bull/issues/comments/878275526,https://github.com/OptimalBits/bull/pull/1173#issuecomment-878275526,stale[bot],https://github.com/apps/stale,2021-07-12T13:22:38Z,2021-07-12T13:22:38Z,"This issue has been automatically marked as stale because it has not had recent activity. It will be closed if no further activity occurs. Thank you for your contributions.
"
https://api.github.com/repos/OptimalBits/bull/issues/comments/416291606,https://github.com/OptimalBits/bull/pull/1033#issuecomment-416291606,manast,https://github.com/manast,2018-08-27T16:52:35Z,2018-08-27T16:52:35Z,Thanks for the PR. Could you please motivate why you would like to force taking a lock? it could potentially have a lot of side effects.
https://api.github.com/repos/OptimalBits/bull/issues/comments/416293589,https://github.com/OptimalBits/bull/pull/1033#issuecomment-416293589,rysi3k,https://github.com/rysi3k,2018-08-27T16:59:17Z,2018-08-27T16:59:17Z,"Hello,
My scenario:
1. Job is processing on remote server, my code only supervising it (requests for status every 15s)
2. Supervisor process is restarted/crashed
3. On process start I need to check if on remote server job is still processing (request for status)
4. If processing is in progress, I take lock of job and run standard requests every 15s

In normal implementation, job will be stalled on bull, but on remote server will be continued. I dont want to restart it.

Regards
"
https://api.github.com/repos/OptimalBits/bull/issues/comments/416295194,https://github.com/OptimalBits/bull/pull/1033#issuecomment-416295194,manast,https://github.com/manast,2018-08-27T17:04:23Z,2018-08-27T17:04:23Z,"In the scenario above, I do not get why the job is stalled, you wrote that the supervisor process crashes, but not the remote server processing the job, right?"
https://api.github.com/repos/OptimalBits/bull/issues/comments/416297916,https://github.com/OptimalBits/bull/pull/1033#issuecomment-416297916,rysi3k,https://github.com/rysi3k,2018-08-27T17:13:05Z,2018-08-27T17:13:05Z,"Yes, supervisor where bull works crashes. So, there is different `queue.token`, this causes job stalled."
https://api.github.com/repos/OptimalBits/bull/issues/comments/416326857,https://github.com/OptimalBits/bull/pull/1033#issuecomment-416326857,manast,https://github.com/manast,2018-08-27T18:43:26Z,2018-08-27T18:43:26Z,"If the process running bull crashes, the jobs will picked up later by other bull workers, I still do not fully understand your use case :/"
https://api.github.com/repos/OptimalBits/bull/issues/comments/416457003,https://github.com/OptimalBits/bull/pull/1033#issuecomment-416457003,rysi3k,https://github.com/rysi3k,2018-08-28T05:35:44Z,2018-08-28T08:27:37Z,"Hello.

I missed important part. My `process` function is defined as:

1. Start request to remote server
2. Checks every 15s to get result
3. If remote server will return ""done"", job is done, bull is notified.

So once started job will process independly from bull.
If bull crashes and whole process will start from begining it will also
send `start` request which cause reset job on remote side.

Regards
"
https://api.github.com/repos/OptimalBits/bull/issues/comments/416644799,https://github.com/OptimalBits/bull/pull/1033#issuecomment-416644799,manast,https://github.com/manast,2018-08-28T16:06:11Z,2018-08-28T16:06:11Z,"Can you explain the point 4 a bit more? (If processing is in progress, I take lock of job and run standard requests every 15s)
"
https://api.github.com/repos/OptimalBits/bull/issues/comments/416872514,https://github.com/OptimalBits/bull/pull/1033#issuecomment-416872514,rysi3k,https://github.com/rysi3k,2018-08-29T08:37:08Z,2018-08-29T08:37:08Z,"Here is my simplified code, it could resolve any confusions.

```const worker = redis.getWorkerObject();

queue.on('failed', () => {
    worker.setCurrentJobId(0);
}).on('completed', () => {
    worker.setCurrentJobId(0);
});
start();
   
async start() {  

    // check if some job is not done
    if (worker.currentJobId) {
        const job = await queue.getJob(jobId);
        if (job) {
            // if some job is found, process and wait until end
            await resumeProcessing(job);
        }
        worker.setCurrentJobId(0);
    }

    // normal processing method
    queue.process(async(job) => {
        await remoteServer.start(job.data);
        worker.setCurrentJobId(job.id);

        return await checkStatus(job);
    });
}

async resumeProcessing(job) {
    job.takeLock(true);
    // process method needs uniq name if we dont want to use this handler anymore, lockKey looks good for it
    queue.process(job.name = job.lockKey(), async(job) => {
        return await checkStatus(job);
    });
    await queue.processJob(job);
}

async checkStatus(job) {
    const res = await remoteServer.getStatus(job.data);
    
    if (!isJobDone(res)) {
        // wait next 15s
        return new Promise((resolve, reject) => {
            setTimeout(() => this.checkStatus(job).then(resolve).catch(reject), 15000);
        });
    } else {
        return 'done';
    }
}"
https://api.github.com/repos/OptimalBits/bull/issues/comments/417952052,https://github.com/OptimalBits/bull/pull/1033#issuecomment-417952052,manast,https://github.com/manast,2018-09-02T18:54:40Z,2018-09-02T18:54:40Z,"I have studied the code above and I do not understand why it is needed, it looks as if you have implemented a similar mechanism of what already exists in bull to handle stalled jobs. A stalled job will be picked up by a idle worker, just remember to have a large enough value in the ```maxStalledCount``` setting: https://github.com/OptimalBits/bull/blob/master/REFERENCE.md#queue"
https://api.github.com/repos/OptimalBits/bull/issues/comments/418064530,https://github.com/OptimalBits/bull/pull/1033#issuecomment-418064530,rysi3k,https://github.com/rysi3k,2018-09-03T09:56:04Z,2018-09-03T09:56:04Z,"I have different ""process"" method in normal processing (start + checkStatus) and durign resuming (only checkStatus). 
In built in stalled method it is not possible to achive this or I'm miss something?"
https://api.github.com/repos/OptimalBits/bull/issues/comments/418162288,https://github.com/OptimalBits/bull/pull/1033#issuecomment-418162288,manast,https://github.com/manast,2018-09-03T17:01:53Z,2018-09-03T17:01:53Z,"ok, so your use case is to run a different process function when re-processing a stalled job?"
https://api.github.com/repos/OptimalBits/bull/issues/comments/418163802,https://github.com/OptimalBits/bull/pull/1033#issuecomment-418163802,rysi3k,https://github.com/rysi3k,2018-09-03T17:12:09Z,2018-09-03T17:12:09Z,"Hmmm I think yes, it could be called like this"
https://api.github.com/repos/OptimalBits/bull/issues/comments/418169171,https://github.com/OptimalBits/bull/pull/1033#issuecomment-418169171,manast,https://github.com/manast,2018-09-03T17:51:18Z,2018-09-03T17:51:18Z,"In that case I think I have a better solution. I think we can add a ""status"" flag to the job object that is passed to the processor, so depending on the flag you can run one code or another, it should simplify your code a lot, what do you think?"
https://api.github.com/repos/OptimalBits/bull/issues/comments/418625497,https://github.com/OptimalBits/bull/pull/1033#issuecomment-418625497,rysi3k,https://github.com/rysi3k,2018-09-05T07:18:40Z,2018-09-05T07:18:40Z,"Your Idea sounds good and should resolve my problems. 
BTW dont forget to fix `takeLock` method, ther is bug in call `lockKey` method ;)"
https://api.github.com/repos/OptimalBits/bull/issues/comments/878337828,https://github.com/OptimalBits/bull/pull/1033#issuecomment-878337828,stale[bot],https://github.com/apps/stale,2021-07-12T14:43:15Z,2021-07-12T14:43:15Z,"This issue has been automatically marked as stale because it has not had recent activity. It will be closed if no further activity occurs. Thank you for your contributions.
"
